Student ID,student_name,gender,grade,school_name,reading_score,math_score
22683,Tammie Rogers,F,9th,Bailey High School,79,82
24233,John Kennedy,M,9th,Pena High School,79,82
26001,Robin Schmitt,F,12th,Wright High School,79,82
27076,Gregory Johnson,M,12th,Rodriguez High School,79,82
30234,Lisa Thornton,F,12th,Johnson High School,79,82
31356,Edward Baker,M,10th,Johnson High School,79,82
33619,David Martin,M,10th,Johnson High School,79,82
33674,Rhonda Williams,F,9th,Johnson High School,79,82
34364,Kristin Hill,F,10th,Johnson High School,79,82
35171,Kathryn Velez,F,11th,Ford High School,79,82
39026,Amanda Vazquez,F,9th,Thomas High School,79,82
2548,Vanessa Hurst,F,11th,Huang High School,78,82
3626,Carol Mccarthy,F,12th,Figueroa High School,78,82
4243,Elizabeth Thomas,F,9th,Figueroa High School,78,82
5236,Alexander Mcintyre,M,12th,Figueroa High School,78,82
5711,Lauren Allen,F,9th,Figueroa High School,78,82
6528,Amber Scott,F,10th,Shelton High School,78,82
7075,Charles Bryant,M,9th,Shelton High School,78,82
7395,Christian Gonzalez,M,10th,Shelton High School,78,82
13160,Brian Martinez,M,10th,Griffin High School,78,82
13717,David James,M,11th,Griffin High School,78,82
14106,Robert Fernandez,M,11th,Wilson High School,78,82
16290,Brooke Gutierrez,F,12th,Cabrera High School,78,82
16932,Eric Johnson Jr.,M,9th,Cabrera High School,78,82
18001,Donald Edwards,M,11th,Bailey High School,78,82
20245,Russell Peters,M,11th,Bailey High School,78,82
21276,Teresa Leonard,F,9th,Bailey High School,78,82
23916,Courtney Davis,F,10th,Pena High School,78,82
24227,Sue Ewing,F,11th,Pena High School,78,82
25005,Amanda Ortiz,F,10th,Wright High School,78,82
25257,Anna Cole,F,10th,Wright High School,78,82
25467,Rebecca Carter,F,10th,Wright High School,78,82
31890,Danielle Hughes,F,12th,Johnson High School,78,82
32124,Courtney Smith,F,9th,Johnson High School,78,82
35783,Samuel Smith,M,9th,Ford High School,78,82
38489,Charles Flores,M,10th,Thomas High School,78,82
1923,Tiffany Reynolds,F,10th,Huang High School,77,82
4658,Joel Carroll,M,9th,Figueroa High School,77,82
6012,Debra Nunez,F,11th,Shelton High School,77,82
6861,Annette Herrera,F,10th,Shelton High School,77,82
7499,Elizabeth Campbell,F,11th,Shelton High School,77,82
10991,Shaun Pace,M,10th,Hernandez High School,77,82
13246,Patricia Schroeder,F,10th,Griffin High School,77,82
13946,Michele Brooks,F,10th,Wilson High School,77,82
14656,Brad Johnson,M,11th,Wilson High School,77,82
14933,Paula Rivers,F,9th,Wilson High School,77,82
15385,Tammy Garcia,F,9th,Wilson High School,77,82
15861,Andrea Clark,F,12th,Wilson High School,77,82
16499,Renee Stewart MD,F,12th,Cabrera High School,77,82
17034,Christopher Mitchell,M,11th,Cabrera High School,77,82
18318,Louis Waters,M,9th,Bailey High School,77,82
20595,Sergio Mcfarland,M,9th,Bailey High School,77,82
21190,Thomas Rasmussen,M,12th,Bailey High School,77,82
22052,Wendy Finley,F,9th,Bailey High School,77,82
23713,Samuel Nunez,M,12th,Pena High School,77,82
24403,Cody Diaz,M,10th,Wright High School,77,82
27036,Linda Perez,F,11th,Rodriguez High School,77,82
27812,Laura Daniel,F,9th,Rodriguez High School,77,82
27912,Julie Khan,F,11th,Rodriguez High School,77,82
28815,Robin Barnes,F,10th,Rodriguez High School,77,82
29539,Tonya Butler,F,9th,Rodriguez High School,77,82
30716,Mark Baker,M,9th,Johnson High School,77,82
31857,Bill Dennis,M,12th,Johnson High School,77,82
33077,Timothy Pacheco,M,11th,Johnson High School,77,82
34017,John Moody,M,9th,Johnson High School,77,82
38334,Abigail Durham,F,9th,Thomas High School,77,82
38573,Carlos Gutierrez,M,9th,Thomas High School,77,82
38796,Kirk Vaughn,M,10th,Thomas High School,77,82
775,Debbie Smith,F,10th,Huang High School,76,82
1850,Stephanie Reilly,F,9th,Huang High School,76,82
2656,Savannah Russell,F,11th,Huang High School,76,82
6294,Derek Anderson,M,9th,Shelton High School,76,82
6655,Wendy Phillips,F,11th,Shelton High School,76,82
6668,Cody Russell,M,12th,Shelton High School,76,82
7912,Aaron Sherman,M,9th,Hernandez High School,76,82
9326,Vanessa Chandler,F,9th,Hernandez High School,76,82
15351,Kelly Freeman,F,11th,Wilson High School,76,82
15530,Sara Freeman,F,12th,Wilson High School,76,82
16785,Nancy Carey,F,11th,Cabrera High School,76,82
20194,Annette Washington,F,11th,Bailey High School,76,82
21649,Lori Wilson,F,11th,Bailey High School,76,82
21718,Laura Evans,F,12th,Bailey High School,76,82
21977,Andre Brady,M,10th,Bailey High School,76,82
27001,Jennifer Meyer,F,9th,Rodriguez High School,76,82
27697,Gregory Wilson,M,11th,Rodriguez High School,76,82
30283,Gregory Hernandez,M,9th,Johnson High School,76,82
31346,Terri Burgess,F,10th,Johnson High School,76,82
35584,Jeremy Maddox,M,9th,Ford High School,76,82
396,Melinda Nelson,F,12th,Huang High School,75,82
1078,William Brown,M,10th,Huang High School,75,82
1251,Janice Cook,F,9th,Huang High School,75,82
1545,Rodney Stephens,M,12th,Huang High School,75,82
2412,Bryce Nguyen,M,10th,Huang High School,75,82
3458,Thomas Becker,M,9th,Figueroa High School,75,82
5758,Jessica Parks,F,10th,Figueroa High School,75,82
5805,Connie White,F,11th,Figueroa High School,75,82
5979,Heidi Smith,F,11th,Shelton High School,75,82
12956,Christopher Butler,M,9th,Griffin High School,75,82
13085,Megan Ray,F,10th,Griffin High School,75,82
13219,Megan Oneal,F,10th,Griffin High School,75,82
14329,Ariana Baker,F,10th,Wilson High School,75,82
16252,Jeffrey Young,M,10th,Cabrera High School,75,82
16677,Joy Harper,F,12th,Cabrera High School,75,82
18183,Joyce Knight,F,12th,Bailey High School,75,82
18532,Melissa Anderson,F,9th,Bailey High School,75,82
19219,James Holmes,M,10th,Bailey High School,75,82
19978,Kirsten Clark,F,11th,Bailey High School,75,82
21633,Christina Haynes,F,10th,Bailey High School,75,82
23205,Rebecca Phelps,F,9th,Holden High School,75,82
23768,Alan Duncan,M,11th,Pena High School,75,82
23885,Jamie King,F,10th,Pena High School,75,82
24670,Christopher Li,M,9th,Wright High School,75,82
25421,Martha Mcfarland,F,11th,Wright High School,75,82
31995,Tammy Hernandez,F,9th,Johnson High School,75,82
32108,George Williams,M,10th,Johnson High School,75,82
33182,Michael Murphy,M,10th,Johnson High School,75,82
35827,Nancy Costa,F,11th,Ford High School,75,82
36952,Heather White,F,11th,Ford High School,75,82
37090,Nathan Tapia,M,10th,Ford High School,75,82
38494,Andrew Gomez,M,9th,Thomas High School,75,82
38565,Brian Thomas,M,12th,Thomas High School,75,82
410,Lauren King,F,9th,Huang High School,74,82
4517,Joan Miller,F,10th,Figueroa High School,74,82
5307,Brittany Brown,F,11th,Figueroa High School,74,82
7988,Heather Harris,F,12th,Hernandez High School,74,82
8121,Derek Mitchell,M,9th,Hernandez High School,74,82
8904,Cynthia Burke,F,9th,Hernandez High School,74,82
10652,Lisa Reynolds,F,10th,Hernandez High School,74,82
11574,Brandon Lee,M,9th,Hernandez High School,74,82
12822,Renee Torres,F,10th,Griffin High School,74,82
15162,Devin Parker,M,9th,Wilson High School,74,82
20619,Jeffery Todd,M,9th,Bailey High School,74,82
21219,Pamela Hunter,F,11th,Bailey High School,74,82
24282,Jonathan Chapman,M,9th,Wright High School,74,82
24395,Katrina Griffith,F,11th,Wright High School,74,82
28468,Barbara Kelly,F,11th,Rodriguez High School,74,82
28795,Jean Evans,F,9th,Rodriguez High School,74,82
31832,Jason Benton,M,9th,Johnson High School,74,82
35895,Julie Berry,F,11th,Ford High School,74,82
37073,Maria Ruiz,F,11th,Ford High School,74,82
38277,Yolanda Brooks,F,10th,Thomas High School,74,82
38588,Kelly Bridges,M,9th,Thomas High School,74,82
38982,Shane Lindsey,M,10th,Thomas High School,74,82
282,Robert Carlson,M,12th,Huang High School,73,82
1509,Michael Nunez,M,11th,Huang High School,73,82
3220,Barbara Maldonado,F,11th,Figueroa High School,73,82
7296,Dawn Greene,F,9th,Shelton High School,73,82
7833,Kyle Chan,M,10th,Hernandez High School,73,82
9175,Michael Smith,M,9th,Hernandez High School,73,82
9534,Andrea Carter,F,12th,Hernandez High School,73,82
11877,Jeremy Burton,M,9th,Hernandez High School,73,82
13021,Douglas Sanders,M,10th,Griffin High School,73,82
13547,Emily Gonzalez,F,11th,Griffin High School,73,82
13881,Ronald Oliver,M,9th,Wilson High School,73,82
16382,Nicholas Gibson,M,10th,Cabrera High School,73,82
16927,Isabel Bryant,F,12th,Cabrera High School,73,82
17041,Michelle Ashley,F,9th,Cabrera High School,73,82
17843,Michael Smith,M,9th,Cabrera High School,73,82
19152,Jennifer Stone,F,9th,Bailey High School,73,82
19253,Kelly Hernandez,F,12th,Bailey High School,73,82
20215,Evan Lucas,M,12th,Bailey High School,73,82
20783,Maria Davis,F,9th,Bailey High School,73,82
24015,Michael Robinson,M,10th,Pena High School,73,82
24522,Rhonda Coleman,F,10th,Wright High School,73,82
26375,Andrew Jenkins,M,10th,Rodriguez High School,73,82
27664,Lisa Le,F,10th,Rodriguez High School,73,82
32060,Erin Roberts,F,9th,Johnson High School,73,82
35940,Sara Wiley,F,10th,Ford High School,73,82
38376,Brandy Cox,F,11th,Thomas High School,73,82
2867,Christian Gross,M,9th,Huang High School,72,82
3537,James Acevedo,M,10th,Figueroa High School,72,82
6382,Andrea Jones,F,9th,Shelton High School,72,82
6768,Patrick Taylor,M,11th,Shelton High School,72,82
7145,Kathy Wolf,F,10th,Shelton High School,72,82
7224,Mrs. Ashley Porter DDS,F,12th,Shelton High School,72,82
7984,Laurie James,F,11th,Hernandez High School,72,82
10551,Shawna Murphy,F,9th,Hernandez High School,72,82
12226,Kathleen Martinez,F,10th,Hernandez High School,72,82
12277,Thomas Prince,M,12th,Griffin High School,72,82
12525,Michelle Hernandez,F,12th,Griffin High School,72,82
13434,Cindy Cox,F,12th,Griffin High School,72,82
14307,Patrick Lewis,M,9th,Wilson High School,72,82
17486,Ann Lopez,F,9th,Cabrera High School,72,82
27460,Sara Patton,F,9th,Rodriguez High School,72,82
27642,Dylan Campbell,M,11th,Rodriguez High School,72,82
37555,Chad Martin,M,11th,Thomas High School,72,82
37853,Julie Walters,F,11th,Thomas High School,72,82
38709,Brian Mills,M,10th,Thomas High School,72,82
2507,Jasmine Davis,F,10th,Huang High School,71,82
5870,Melissa Roberts,F,10th,Shelton High School,71,82
6190,Robert Sheppard,M,11th,Shelton High School,71,82
6308,Patricia Clark,F,9th,Shelton High School,71,82
6818,Maria Allen,F,10th,Shelton High School,71,82
7079,Matthew Coleman,M,9th,Shelton High School,71,82
8754,Alexis Arnold,F,12th,Hernandez High School,71,82
9261,Eric Jones,M,10th,Hernandez High School,71,82
11438,William Martinez,M,11th,Hernandez High School,71,82
13391,Arthur Jordan,M,10th,Griffin High School,71,82
16256,Natalie Garcia,F,12th,Cabrera High School,71,82
16611,Barbara Ware,F,11th,Cabrera High School,71,82
17540,Mrs. Lauren Campbell,F,10th,Cabrera High School,71,82
18245,Bradley Clayton,M,12th,Bailey High School,71,82
18783,Sherry Becker,F,11th,Bailey High School,71,82
20732,Jose Hansen,M,9th,Bailey High School,71,82
21663,Michael Rogers,M,12th,Bailey High School,71,82
22735,Mr. Mason Hernandez MD,M,9th,Bailey High School,71,82
25555,Andrea Wallace,F,12th,Wright High School,71,82
25978,Lauren Kelly,F,10th,Wright High School,71,82
28045,Paul Hardy,M,11th,Rodriguez High School,71,82
28995,Tracy Schneider,F,12th,Rodriguez High School,71,82
30338,Alexandra Andrews,F,12th,Johnson High School,71,82
31119,Eric Rogers,M,12th,Johnson High School,71,82
33086,Phyllis Williams,F,9th,Johnson High School,71,82
33092,Angela Bates,F,10th,Johnson High School,71,82
36565,Joseph Lucas,M,10th,Ford High School,71,82
37835,Jason Lee,M,12th,Thomas High School,71,82
37980,Jacob Alvarez,M,9th,Thomas High School,71,82
38477,Ashley Jimenez,F,11th,Thomas High School,71,82
38933,Stacey Taylor,F,9th,Thomas High School,71,82
39123,Andrew Merritt,M,9th,Thomas High School,71,82
175,Alexis Crawford,M,10th,Huang High School,70,82
1657,Debbie Gill,F,11th,Huang High School,70,82
2697,Nancy Mendoza,F,11th,Huang High School,70,82
2955,Larry Hines,M,10th,Figueroa High School,70,82
3348,Melanie Cox,F,9th,Figueroa High School,70,82
3500,Shelley Gutierrez,F,10th,Figueroa High School,70,82
5313,Amanda Li,F,11th,Figueroa High School,70,82
6533,Curtis Frazier,M,12th,Shelton High School,70,82
6714,Cristina Smith,F,9th,Shelton High School,70,82
7370,Stephanie Mccarthy,F,10th,Shelton High School,70,82
7790,Ashley Williams,F,9th,Hernandez High School,70,82
8276,Cynthia Chapman,F,9th,Hernandez High School,70,82
10869,Eric Riley MD,M,10th,Hernandez High School,70,82
11391,Dr. Tracey Gonzalez,F,9th,Hernandez High School,70,82
11762,Sharon Sims,F,10th,Hernandez High School,70,82
13070,Anthony Weaver,M,12th,Griffin High School,70,82
13862,Robert Wheeler,M,10th,Wilson High School,70,82
16729,Suzanne Edwards DDS,F,9th,Cabrera High School,70,82
17572,Gina Porter,F,11th,Cabrera High School,70,82
18385,Diana Curtis,F,10th,Bailey High School,70,82
23572,Monique Long,F,9th,Pena High School,70,82
25466,Tonya Howard,F,10th,Wright High School,70,82
25582,David Campos,M,11th,Wright High School,70,82
26399,Christopher Ramirez,M,10th,Rodriguez High School,70,82
26475,Debra Sanders,F,9th,Rodriguez High School,70,82
26928,Ariel Lopez,F,9th,Rodriguez High School,70,82
27908,Jessica Walton,F,9th,Rodriguez High School,70,82
29866,Angela Harrison,F,11th,Rodriguez High School,70,82
33734,Carlos Wiggins,M,9th,Johnson High School,70,82
37212,Miranda Burgess,F,12th,Ford High School,70,82
38702,Robert Wilcox,M,11th,Thomas High School,70,82
369,Diana Silva,F,9th,Huang High School,69,82
7009,Jasmine Gutierrez,F,9th,Shelton High School,69,82
7092,Rachel Chang,F,10th,Shelton High School,69,82
11492,Jennifer Terry,F,11th,Hernandez High School,69,82
12793,James Wall,M,10th,Griffin High School,69,82
14766,Amanda Hamilton,F,10th,Wilson High School,69,82
15472,Robin Frey,F,12th,Wilson High School,69,82
15811,Ryan Gonzalez,M,10th,Wilson High School,69,82
16407,Nicole White,F,9th,Cabrera High School,69,82
16600,Crystal Jenkins,F,11th,Cabrera High School,69,82
16685,Rebecca Austin,F,9th,Cabrera High School,69,82
17016,Anthony Contreras,M,9th,Cabrera High School,69,82
18000,Blake Gaines,M,10th,Bailey High School,69,82
18692,Cassandra Brown,F,12th,Bailey High School,69,82
19103,Monica Smith,F,9th,Bailey High School,69,82
19153,Kevin Stone,M,12th,Bailey High School,69,82
23249,Michael Boyer,M,10th,Holden High School,69,82
23292,Derrick Green,M,11th,Pena High School,69,82
23678,Jimmy Simpson,M,10th,Pena High School,69,82
24374,Matthew Ramos,M,9th,Wright High School,69,82
25145,Judith Bernard,F,9th,Wright High School,69,82
26551,Kristen Valencia,F,9th,Rodriguez High School,69,82
32908,Lisa Monroe DDS,F,10th,Johnson High School,69,82
34570,Kimberly White,F,12th,Johnson High School,69,82
38893,Evan Moreno,M,11th,Thomas High School,69,82
2988,Jennifer Evans,F,10th,Figueroa High School,68,82
3419,Andrea Johnson,F,10th,Figueroa High School,68,82
3527,Carrie Downs,F,11th,Figueroa High School,68,82
4407,Bryan Martin,M,11th,Figueroa High School,68,82
7707,Stephanie Johnson,F,9th,Hernandez High School,68,82
9906,Derrick Bauer,M,9th,Hernandez High School,68,82
18388,Patty Nelson,F,9th,Bailey High School,68,82
19377,Regina Garcia,F,9th,Bailey High School,68,82
20488,Brian Collins,M,11th,Bailey High School,68,82
26712,Kathryn Morgan,F,10th,Rodriguez High School,68,82
26947,Jeffery Williams,M,12th,Rodriguez High School,68,82
27452,Stephanie Petty,F,10th,Rodriguez High School,68,82
33592,Toni Rubio,F,10th,Johnson High School,68,82
34081,Matthew Herrera,M,10th,Johnson High School,68,82
35957,Samantha Chavez,F,9th,Ford High School,68,82
37076,John Torres,M,9th,Ford High School,68,82
37222,Brittany Dillon,F,9th,Ford High School,68,82
3532,Scott Hill,M,10th,Figueroa High School,67,82
5164,Erik Hall,M,11th,Figueroa High School,67,82
8445,Carol Anderson,F,11th,Hernandez High School,67,82
20765,Michelle Cruz,F,11th,Bailey High School,67,82
29210,Robert Holloway,M,12th,Rodriguez High School,67,82
29278,William Harrison,M,10th,Rodriguez High School,67,82
30252,Jerome Mills,M,9th,Johnson High School,67,82
31029,Nancy Mercer,F,12th,Johnson High School,67,82
32975,Matthew Murray,M,11th,Johnson High School,67,82
33009,Casey Dickson,F,9th,Johnson High School,67,82
3443,David Sanchez,M,12th,Figueroa High School,66,82
4534,Kelly Ibarra MD,F,11th,Figueroa High School,66,82
5189,Miss Jennifer Gibson,F,11th,Figueroa High School,66,82
9342,Anna Medina,F,10th,Hernandez High School,66,82
9701,Charles Hernandez,M,9th,Hernandez High School,66,82
11230,John Robinson,M,10th,Hernandez High School,66,82
20056,Bryan Anderson,M,12th,Bailey High School,66,82
28196,Jack Perez,M,11th,Rodriguez High School,66,82
30561,Lance Duran,M,9th,Johnson High School,66,82
32480,Elizabeth Woods,F,11th,Johnson High School,66,82
34071,Jordan Gardner,M,10th,Johnson High School,66,82
35345,Wendy Roy,F,11th,Ford High School,66,82
35979,John Robinson,M,9th,Ford High School,66,82
36736,Rebecca Hawkins,F,9th,Ford High School,66,82
68,James Lopez,M,12th,Huang High School,65,82
170,James Combs,M,10th,Huang High School,65,82
955,Brenda Turner,F,9th,Huang High School,65,82
2839,Brian Taylor,M,11th,Huang High School,65,82
7908,Patricia Berger,F,9th,Hernandez High School,65,82
8269,Catherine Nelson,F,9th,Hernandez High School,65,82
10390,Omar Gentry,M,12th,Hernandez High School,65,82
11184,Tyler Flowers,M,9th,Hernandez High School,65,82
11582,Maurice Hodges,M,9th,Hernandez High School,65,82
19626,Rodney Fleming,M,11th,Bailey High School,65,82
27665,James Grant,M,9th,Rodriguez High School,65,82
28651,Aaron Ellis,M,9th,Rodriguez High School,65,82
31767,Marie Taylor,F,11th,Johnson High School,65,82
35251,Angela Silva,F,12th,Ford High School,65,82
36754,Peter Delgado,M,10th,Ford High School,65,82
1381,Craig Brown,M,11th,Huang High School,64,82
2609,Michael Brewer,M,9th,Huang High School,64,82
4233,Shannon Bates,F,12th,Figueroa High School,64,82
4394,Stacy Short,F,11th,Figueroa High School,64,82
5813,Kimberly Brennan,F,12th,Figueroa High School,64,82
8992,Sara Mitchell,F,11th,Hernandez High School,64,82
9390,Nicole Ray,F,11th,Hernandez High School,64,82
18005,Elizabeth Sharp,F,10th,Bailey High School,64,82
20723,Robert Shelton,M,12th,Bailey High School,64,82
20877,Diana Phelps,F,9th,Bailey High School,64,82
21652,Kyle Spears,M,11th,Bailey High School,64,82
21768,Sarah Smith,F,10th,Bailey High School,64,82
29116,Brandy Wells,F,10th,Rodriguez High School,64,82
29580,Michelle Clark,F,9th,Rodriguez High School,64,82
29651,George Miller,M,10th,Rodriguez High School,64,82
31204,Angela Davenport,F,10th,Johnson High School,64,82
31511,Michael Williams,M,11th,Johnson High School,64,82
31870,Janice Hart,F,9th,Johnson High School,64,82
33480,Amy Brown,F,11th,Johnson High School,64,82
34760,Tammy Ashley,F,10th,Johnson High School,64,82
36268,Devin Price,M,12th,Ford High School,64,82
36662,Andre West,M,10th,Ford High School,64,82
1965,Gina Edwards,F,12th,Huang High School,63,82
2894,Angela Gill,F,9th,Huang High School,63,82
4986,Ryan Edwards,M,9th,Figueroa High School,63,82
9065,John Rodriguez,M,12th,Hernandez High School,63,82
11451,Cindy Wright,F,12th,Hernandez High School,63,82
12076,Jamie Stevens,M,11th,Hernandez High School,63,82
31441,David Tanner,M,10th,Johnson High School,63,82
32711,Darin Wilson,M,12th,Johnson High School,63,82
2329,Ryan Carpenter,M,12th,Huang High School,99,81
2669,Elizabeth Williams,F,10th,Huang High School,99,81
3118,Vincent Casey,M,12th,Figueroa High School,99,81
5043,Robert Garza,M,9th,Figueroa High School,99,81
6998,Bridget Adams,F,9th,Shelton High School,99,81
8698,Anthony Marshall,M,11th,Hernandez High School,99,81
9393,Lori Parker,F,9th,Hernandez High School,99,81
10060,Nancy Hayes,F,11th,Hernandez High School,99,81
12581,Steve Michael,M,12th,Griffin High School,99,81
12880,Michael Martin,M,11th,Griffin High School,99,81
13054,Kaitlyn Bennett,F,11th,Griffin High School,99,81
13180,Jennifer Jackson,F,10th,Griffin High School,99,81
14438,Justin Benson,M,10th,Wilson High School,99,81
14504,Travis Banks,M,9th,Wilson High School,99,81
14762,Travis Palmer,M,12th,Wilson High School,99,81
18450,Jennifer Reynolds,F,12th,Bailey High School,99,81
20606,Michael Levine,M,11th,Bailey High School,99,81
23567,Breanna Mcguire,F,11th,Pena High School,99,81
24009,Kimberly Knight DDS,F,11th,Pena High School,99,81
28526,Kelsey Fisher,F,10th,Rodriguez High School,99,81
30160,Thomas Carlson,M,10th,Johnson High School,99,81
31964,Catherine Barrera,F,10th,Johnson High School,99,81
34728,Stephanie French,F,11th,Johnson High School,99,81
35372,Mrs. Alicia Sanford,F,10th,Ford High School,99,81
36954,Harold Ball,M,11th,Ford High School,99,81
2359,Bethany Mcdonald,F,11th,Huang High School,98,81
3941,Kevin Walker,M,9th,Figueroa High School,98,81
7011,Nicholas Lee,M,9th,Shelton High School,98,81
11965,Megan Chang,F,12th,Hernandez High School,98,81
12377,Anita Richardson,F,11th,Griffin High School,98,81
14643,Brandon Thompson,M,11th,Wilson High School,98,81
15631,Jason Smith,M,9th,Wilson High School,98,81
16239,Nicholas Schultz,M,11th,Cabrera High School,98,81
17374,Caitlyn Lopez,F,9th,Cabrera High School,98,81
17523,Bryan Pineda,M,12th,Cabrera High School,98,81
17599,Jeffrey Garza,M,10th,Cabrera High School,98,81
18007,Linda Jensen,F,11th,Bailey High School,98,81
21270,Diana Moran,F,11th,Bailey High School,98,81
25117,Alexander Mckenzie,M,10th,Wright High School,98,81
25262,Meghan Marshall,F,12th,Wright High School,98,81
25336,Amanda Nelson,F,10th,Wright High School,98,81
25374,Thomas Ibarra,M,9th,Wright High School,98,81
27378,Anna Garcia,F,10th,Rodriguez High School,98,81
27496,Ashley Mayo,F,9th,Rodriguez High School,98,81
32470,Hannah Cortez,F,11th,Johnson High School,98,81
34810,Debra White,F,11th,Ford High School,98,81
36892,Anthony Oliver,M,10th,Ford High School,98,81
666,Anita Moss,F,10th,Huang High School,97,81
1212,Christopher Green,M,10th,Huang High School,97,81
1241,Melissa Lewis,F,9th,Huang High School,97,81
2319,Kristin Morgan,F,12th,Huang High School,97,81
6457,Katherine Lopez,F,10th,Shelton High School,97,81
9354,Tina Jones,F,10th,Hernandez High School,97,81
11226,Cody Schaefer,M,10th,Hernandez High School,97,81
11891,Christian Christensen,M,12th,Hernandez High School,97,81
12820,Sheila Salazar,F,12th,Griffin High School,97,81
14420,Donald Hart,M,12th,Wilson High School,97,81
14841,William Warren,M,11th,Wilson High School,97,81
15202,Lisa Galloway,F,9th,Wilson High School,97,81
16102,Michael Moore,M,9th,Cabrera High School,97,81
16615,Steve Vaughan,M,9th,Cabrera High School,97,81
17783,Cynthia Huffman,F,12th,Cabrera High School,97,81
21069,Debra Evans,F,10th,Bailey High School,97,81
21691,Jesse Dalton,M,10th,Bailey High School,97,81
24422,Mary Brewer,F,11th,Wright High School,97,81
25018,Kari King,F,11th,Wright High School,97,81
29153,Sara Heath,F,12th,Rodriguez High School,97,81
29516,Renee Reeves,F,10th,Rodriguez High School,97,81
30486,Jennifer Marks,F,10th,Johnson High School,97,81
31233,Edwin Scott,M,11th,Johnson High School,97,81
36166,John Scott,M,10th,Ford High School,97,81
38665,Lori Wilkerson,F,12th,Thomas High School,97,81
38829,Reginald Johnson,M,12th,Thomas High School,97,81
38932,Samantha Steele,F,11th,Thomas High School,97,81
2422,Jon George,M,11th,Huang High School,96,81
2605,George Hahn,M,11th,Huang High School,96,81
4064,Christina Foley,F,11th,Figueroa High School,96,81
5265,Shane Beck,M,9th,Figueroa High School,96,81
5795,Perry Hayes,M,11th,Figueroa High School,96,81
8841,Lindsey Russell,F,12th,Hernandez High School,96,81
9671,Kimberly Thomas,F,11th,Hernandez High School,96,81
11135,Lindsey Fox,F,9th,Hernandez High School,96,81
13120,Charles Vargas,M,9th,Griffin High School,96,81
15738,Tyler Jones,M,10th,Wilson High School,96,81
18148,Laura Lindsey,F,9th,Bailey High School,96,81
19413,Jordan Vasquez,M,11th,Bailey High School,96,81
22903,Anthony Phillips,M,12th,Holden High School,96,81
23413,Jennifer Thomas,F,9th,Pena High School,96,81
24521,Melissa Barnes,F,11th,Wright High School,96,81
25663,Alan Thompson,M,12th,Wright High School,96,81
27852,Joseph Lawrence,M,10th,Rodriguez High School,96,81
28262,Eric Hogan,M,11th,Rodriguez High School,96,81
29629,Mark Norris,M,10th,Rodriguez High School,96,81
30727,Dale Carter,M,11th,Johnson High School,96,81
33194,Amy Hensley,F,11th,Johnson High School,96,81
36327,Lauren Moore,F,9th,Ford High School,96,81
38692,Courtney Miller,F,9th,Thomas High School,96,81
38700,Kelly Michael,F,10th,Thomas High School,96,81
660,William Hayes,M,9th,Huang High School,95,81
858,Sierra Jackson,F,11th,Huang High School,95,81
1114,Dale Brown MD,M,12th,Huang High School,95,81
2465,Levi Watson,M,9th,Huang High School,95,81
2562,Pam Daniels,F,11th,Huang High School,95,81
3254,Bradley Garrett,M,10th,Figueroa High School,95,81
5513,Carol Mason,F,11th,Figueroa High School,95,81
6376,Ashley Johnson,F,9th,Shelton High School,95,81
6454,Erin Collins,F,10th,Shelton High School,95,81
6796,Brian Munoz,M,10th,Shelton High School,95,81
7433,Anthony Martinez,M,9th,Shelton High School,95,81
9497,Catherine Gomez,F,12th,Hernandez High School,95,81
12604,Alexa West,F,11th,Griffin High School,95,81
13259,Leslie Reyes,F,12th,Griffin High School,95,81
14961,Peter Hamilton,M,10th,Wilson High School,95,81
15562,Victor Jones,M,12th,Wilson High School,95,81
15980,Gordon Espinoza,M,10th,Wilson High School,95,81
16367,Jonathan Nguyen,M,9th,Cabrera High School,95,81
16939,Margaret Bradford,F,9th,Cabrera High School,95,81
18173,Jennifer Schroeder,F,10th,Bailey High School,95,81
21498,Ashley Berg,F,10th,Bailey High School,95,81
21962,William Ward,M,12th,Bailey High School,95,81
22168,Timothy Moss,M,12th,Bailey High School,95,81
23615,Ivan Gaines,M,11th,Pena High School,95,81
24774,Mary Berry,F,10th,Wright High School,95,81
24830,Eric White,M,10th,Wright High School,95,81
29413,Jeffrey Buck,M,10th,Rodriguez High School,95,81
32734,Joseph Jones,M,11th,Johnson High School,95,81
33523,Blake Woods,M,10th,Johnson High School,95,81
34818,John Jones,M,9th,Ford High School,95,81
35788,Nicolas Jackson,M,10th,Ford High School,95,81
36249,Wesley Wilson,M,10th,Ford High School,95,81
816,Emily Bryant,F,9th,Huang High School,94,81
2732,Timothy Leach,M,10th,Huang High School,94,81
4320,Gene Carrillo,M,9th,Figueroa High School,94,81
5463,Justin Mitchell,M,10th,Figueroa High School,94,81
6003,James Owens,M,9th,Shelton High School,94,81
7098,Cody Novak,M,11th,Shelton High School,94,81
10443,Kristin Leonard,F,11th,Hernandez High School,94,81
11096,Amanda Pierce,F,10th,Hernandez High School,94,81
12419,Dwayne Martinez,M,9th,Griffin High School,94,81
13576,Amy Stephenson MD,F,11th,Griffin High School,94,81
13925,Jennifer Johnson,F,12th,Wilson High School,94,81
15090,Douglas Ortega,M,9th,Wilson High School,94,81
16988,Ashlee Navarro,F,9th,Cabrera High School,94,81
19255,Jake Thomas,M,10th,Bailey High School,94,81
20353,Erin Bowers,F,9th,Bailey High School,94,81
